Kingdom;Phylum;Class;Order;Family;Genus;Species
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bacteriovoracaceae; g__Peredibacter; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Blastocatellia (Acidobacteria group 4); o__Blastocatellales; f__Blastocatellaceae; g__11-24; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__Unknown Gemmatimonadaceae genus 2; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Propionibacteriales; f__Propionibacteriaceae; g__Aestuariimicrobium; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Propionibacteriales; f__Propionibacteriaceae; g__Aestuariimicrobium; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__NS11-12 marine group; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Intrasporangiaceae; g__Oryzihumus; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Intrasporangiaceae; g__Unknown Intrasporangiaceae genus 1; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Intrasporangiaceae; g__Oryzihumus; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__Acidimicrobiaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__JG34-KF-161; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Unknown Roseiflexaceae genus 3; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexia; o__Chloroflexales; f__Roseiflexaceae; g__Unknown Roseiflexaceae genus 4; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Intrasporangiaceae; g__Unknown Intrasporangiaceae genus 2; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Intrasporangiaceae; g__Oryzihumus; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micrococcales; f__Intrasporangiaceae; g__Oryzihumus; s__
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__SJA-28; g__; s__
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Archangiaceae; g__Unknown Archangiaceae genus 3; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Bryobacter; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Unknown Chthoniobacteraceae genus 7; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Solibacteraceae; g__Ca. Solibacter; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Unknown Chthoniobacterales family 6; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Unknown Chthoniobacteraceae genus 6; s__
k__Bacteria; p__Ca. Dependentiae (TM6); c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__BIrii41; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__BIrii41; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Roseiarcaceae; g__Unknown Roseiarcaceae genus 4; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Leptolinea; s__
k__Bacteria; p__Chlorobi; c__Chlorobia; o__Chlorobiales; f__SJA-28; g__; s__
k__Bacteria; p__Planctomycetes; c__vadinHA49; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__vadinHA49; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Longimicrobia; o__Longimicrobiales; f__Longimicrobiaceae; g__; s__
k__Bacteria; p__Ca. Hydrogenedentes (NKB19); c__; o__; f__; g__; s__
k__Bacteria; p__Ignavibacteriae; c__Ignavibacteria; o__Ignavibacteriales; f__BSV26; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 17; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Holosporaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Unknown Burkholderiales family 2; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 20; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Unknown Coxiellaceae genus 3; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Coxiella; s__
k__Bacteria; p__Chloroflexi; c__SBR2076; o__; f__; g__; s__
k__Bacteria; p__Chloroflexi; c__SBR2076; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__DA101 soil group; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Subgroup 6; o__; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Unknown Hyphomicrobiaceae genus 2; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiales Incertae Sedis; g__Candidatus Finniella; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 5; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 6; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__MNG7; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__4-Org1-14; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Pirellula; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 28; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Gemmata; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Lentisphaerae; c__Lentisphaeria; o__Victivallales; f__pLW-89; g__; s__
k__Opisthokonta; p__Chytridiomycota; c__Chytridiomycetes; o__Chytridiales; f__; g__; s__
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__DA111; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Unknown Tepidisphaerales family 6; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__; s__
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__S-BQ2-57 soil group; o__; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__S-BQ2-57 soil group; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Solibacteraceae; g__Unknown Solibacteraceae genus 9; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Unknown Solibacterales family 7; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Unknown Opitutaceae genus 7; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__vadinHA49; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Micromonosporales; f__Micromonosporaceae; g__Unknown Micromonosporaceae genus 1; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiales Incertae Sedis; g__Rhizomicrobium; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Roseiarcaceae; g__Roseiarcus; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteriia (Acidobacteria group 1); o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidia Incertae Sedis; f__Draconibacteriaceae; g__Draconibacterium; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__SC-I-84; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Nitrospinae; c__Belgica2005-10-ZG-3; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Haliangium; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Haliangiaceae; g__Unknown Haliangiaceae genus 29; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Solibacteraceae; g__Ca. Solibacter; s__
k__Bacteria; p__Acidobacteria; c__Subgroup 6; o__; f__; g__; s__
k__SAR; p__Chrysophyceae phylum incertae sedis; c__Chrysophyceae; o__LG21-05; f__; g__; s__
k__SAR; p__Bicosoecida phylum incertae sedis; c__Bicosoecida class incertae sedis; o__Bicosoecida; f__Bicosoeca family incertae sedis; g__Bicosoeca; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiales Incertae Sedis; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__OPB35 soil group; o__; f__; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes (class); o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
k__Bacteria; p__Acidobacteria; c__Subgroup 6; o__; f__; g__; s__
k__Bacteria; p__Acidobacteria; c__Subgroup 6; o__; f__; g__; s__
k__Bacteria; p__Armatimonadetes; c__; o__; f__; g__; s__
k__SAR; p__Ciliophora; c__Oligohymenophorea; o__Scuticociliatia; f__Protocyclidium family incertae sedis; g__Unknown Protocyclidium family incertae sedis genus 1; s__
k__SAR; p__Ciliophora; c__Oligohymenophorea; o__Scuticociliatia; f__Protocyclidium family incertae sedis; g__Unknown Protocyclidium family incertae sedis genus 2; s__
k__Bacteria; p__Ca. Saccharibacteria (TM7); c__; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
k__Bacteria; p__Acidobacteria; c__Solibacteres (Acidobacteria group 3); o__Solibacterales; f__Bryobacteraceae; g__Unknown Bryobacteraceae genus 8; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Dokdonella; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__TM146; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__; s__
k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__
k__Bacteria; p__Actinobacteria; c__Actinobacteria (class); o__Kineosporiales; f__Kineosporiaceae; g__Unknown Kineosporiaceae genus 2; s__
k__Opisthokonta; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Elev-16S-1332; g__; s__
k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__Unknown Fibrobacteraceae genus 1; s__
k__Bacteria; p__Fibrobacteres; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__possible genus 04; s__
k__Bacteria; p__Armatimonadetes; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__SAR; p__Ciliophora; c__Colpodea; o__Cyrtolophosidida; f__Microdiaphanosoma family incertae sedis; g__Microdiaphanosoma; s__Unknown Microdiaphanosoma species 1
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Rhodopila; s__
k__Bacteria; p__Ca. Parcubacteria; c__; o__; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Panacagrimonas; s__
k__Bacteria; p__Acidobacteria; c__Acidobacteria group 15; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Z4MB62; g__; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__; c__; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Luteolibacter; s__
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__Archangiaceae; g__Unknown Archangiaceae genus 1; s__
k__Bacteria; p__Chloroflexi; c__Chloroflexi Subdivision 10; o__KD4-96; f__; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__Unknown Planctomycetaceae genus 25; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Oligoflexales; f__0319-6G20; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Unknown Geobacteraceae genus 13; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Unknown Geobacteraceae genus 14; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales vadinBB60 group; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
k__Bacteria; p__BRC1; c__; o__; f__; g__; s__
k__Bacteria; p__BRC1; c__; o__; f__; g__; s__
k__Bacteria; p__BRC1; c__; o__; f__; g__; s__
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__; s__
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__; s__
k__Bacteria; p__Gemmatimonadetes; c__S0134 terrestrial group; o__; f__; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__Chitinophagaceae; g__Unknown Chitinophagaceae genus 3; s__
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Hydrogenophilales; f__Hydrogenophilaceae; g__Unknown Hydrogenophilaceae genus 4; s__
k__Bacteria; p__Acidobacteria; c__Holophagae; o__Acidobacteria group 10; f__ABS-19; g__; s__
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prolixibacteraceae; g__Unknown Prolixibacteraceae genus 2; s__
k__Bacteria; p__Planctomycetes; c__Planctomycetacia; o__Planctomycetales; f__Planctomycetaceae; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Unknown Tepidisphaerales family 5; g__; s__
k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__; s__
k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Chthoniobacterales; f__Unknown Chthoniobacterales family 1; g__; s__
k__Bacteria; p__Bacteroidetes; c__Chitinophagia; o__Chitinophagales; f__; g__; s__
